TXID: 8e7d832e-c436-4486-8eca-84f804e1aede | Timestamp: 2014-02-20T04:20:41 | Amount: 1604.22 | Currency: GBP | SenderAcct: 9825360614326898 | ReceiverAcct: 0845323509129135 | SenderCountry: BR | ReceiverCountry: CN | Purpose: PAYMENT | CustomerID: 2f860f15-72db-4eb3-928c-812e261b51bf | RiskRating: High | KYC: False | Retention: 7 | Initiator: EMP-0818 | Approver: EMP-5596 | SOF: None
TXID: 6c375f63-9477-4292-80d7-fc41e4a2eb9e | Timestamp: 1992-06-09T19:36:28 | Amount: 11007.93 | Currency: GBP | SenderAcct: 6194033519819185 | ReceiverAcct: 2511974514852946 | SenderCountry: FR | ReceiverCountry: US | Purpose: CASH | CustomerID: aaaa1ecd-9a1f-4f0c-a3c3-abe9c72ebcdc | RiskRating: Medium | KYC: False | Retention: 5 | Initiator: EMP-8706 | Approver: EMP-7713 | SOF: Gift
TXID: bf3564a0-27e9-4686-8114-50c47bc023f2 | Timestamp: 1985-04-27T19:03:30 | Amount: 8470.09 | Currency: GBP | SenderAcct: 5115107809106767 | ReceiverAcct: 4985293149851411 | SenderCountry: BR | ReceiverCountry: US | Purpose: PAYMENT | CustomerID: 318249ee-50e3-416b-9a6b-052ba284dac0 | RiskRating: High | KYC: False | Retention: 7 | Initiator: EMP-2652 | Approver: EMP-1309 | SOF: Salary
TXID: 867c9617-7867-412a-934a-267f40a4a6d8 | Timestamp: 2014-08-02T00:29:03 | Amount: 2640.38 | Currency: GBP | SenderAcct: 9250681716685014 | ReceiverAcct: 4494702781522462 | SenderCountry: DE | ReceiverCountry: US | Purpose: TRANSFER | CustomerID: a27ed714-41d5-4a4c-bd26-4d2e71f75273 | RiskRating: Low | KYC: True | Retention: 10 | Initiator: EMP-0934 | Approver: EMP-5567 | SOF: None
TXID: 512800bb-eac5-460e-b033-7ced9cd010a5 | Timestamp: 1986-05-30T00:50:52 | Amount: 653.85 | Currency: EUR | SenderAcct: 8949519555853509 | ReceiverAcct: 3926129115219130 | SenderCountry: CN | ReceiverCountry: BR | Purpose: CASH | CustomerID: b6ef2190-4142-4a52-9db8-cb2779bc1360 | RiskRating: Low | KYC: False | Retention: 3 | Initiator: EMP-8636 | Approver: EMP-1818 | SOF: Gift
TXID: d4ac5ba0-bc66-481f-b300-6984dbc251d2 | Timestamp: 1992-12-21T18:26:37 | Amount: 1741.95 | Currency: GBP | SenderAcct: 5841191292698400 | ReceiverAcct: 5698325923946278 | SenderCountry: FR | ReceiverCountry: DE | Purpose: CASH | CustomerID: a5afb107-a4da-4892-b691-04357dd5b6bf | RiskRating: Low | KYC: True | Retention: 1 | Initiator: EMP-7728 | Approver: EMP-1910 | SOF: None
TXID: 0d606ed5-feff-4a8e-a648-72c460d6ef6c | Timestamp: 1992-07-08T09:35:36 | Amount: 12553.73 | Currency: EUR | SenderAcct: 2032784493083062 | ReceiverAcct: 7818148687192663 | SenderCountry: CN | ReceiverCountry: CN | Purpose: CASH | CustomerID: a40d6632-8c39-4ad3-9149-4d2e8f0f2a66 | RiskRating: Medium | KYC: False | Retention: 1 | Initiator: EMP-3949 | Approver: EMP-5367 | SOF: Gift
TXID: 9ae4c598-76ca-4442-a547-618492507010 | Timestamp: 2021-01-26T02:12:19 | Amount: 11217.48 | Currency: GBP | SenderAcct: 8013849651424984 | ReceiverAcct: 0733927337625593 | SenderCountry: CN | ReceiverCountry: FR | Purpose: CASH | CustomerID: 2f5b0249-c693-4922-be4d-ed697abd2db9 | RiskRating: High | KYC: False | Retention: 1 | Initiator: EMP-7869 | Approver: EMP-1163 | SOF: Gift
TXID: 86f8e68c-4de0-469a-ba20-8b1d8a26e70d | Timestamp: 2008-07-03T05:52:14 | Amount: 6041.64 | Currency: GBP | SenderAcct: 1026199507980036 | ReceiverAcct: 6013413794091467 | SenderCountry: BR | ReceiverCountry: DE | Purpose: PAYMENT | CustomerID: be725a4c-fe80-42b1-ba9a-f9c495019502 | RiskRating: High | KYC: False | Retention: 10 | Initiator: EMP-5067 | Approver: EMP-4318 | SOF: Investment
TXID: 4908a859-966e-4e9e-99a1-ba45795c91e4 | Timestamp: 2012-02-04T07:21:36 | Amount: 3574.6 | Currency: GBP | SenderAcct: 7534935408129650 | ReceiverAcct: 7618793622777479 | SenderCountry: DE | ReceiverCountry: FR | Purpose: PAYMENT | CustomerID: a194d94b-36ec-409e-82a6-a35e091775da | RiskRating: Medium | KYC: True | Retention: 7 | Initiator: EMP-9211 | Approver: EMP-4324 | SOF: Salary
TXID: 68409c8c-ce3e-496e-bd87-dbf032e396ba | Timestamp: 1984-11-22T20:10:08 | Amount: 209.11 | Currency: EUR | SenderAcct: 8841974242554576 | ReceiverAcct: 0388620844121119 | SenderCountry: CN | ReceiverCountry: US | Purpose: CASH | CustomerID: 777d1289-0eb2-454f-bb51-4e4f07825a35 | RiskRating: Low | KYC: True | Retention: 1 | Initiator: EMP-0672 | Approver: EMP-0379 | SOF: Salary
TXID: 92963fa8-a8dc-4d2e-b38a-7839430be9af | Timestamp: 2022-08-18T13:35:48 | Amount: 12434.54 | Currency: USD | SenderAcct: 8679782448194686 | ReceiverAcct: 1018557566952243 | SenderCountry: US | ReceiverCountry: FR | Purpose: PAYMENT | CustomerID: cad8a670-f878-4ae2-aea2-d09ec7babac8 | RiskRating: High | KYC: False | Retention: 3 | Initiator: EMP-4750 | Approver: EMP-0594 | SOF: Investment
TXID: 0c3d8ebc-bb36-410c-ab3d-8c65b255e873 | Timestamp: 1976-04-10T12:21:24 | Amount: 2272.02 | Currency: GBP | SenderAcct: 1649055150322049 | ReceiverAcct: 0694913431575752 | SenderCountry: DE | ReceiverCountry: FR | Purpose: TRANSFER | CustomerID: 16a91769-5dcb-45cb-8298-4090c4091ae1 | RiskRating: Low | KYC: False | Retention: 5 | Initiator: EMP-8228 | Approver: EMP-7710 | SOF: Gift
TXID: bd51bd92-5159-4612-994d-cb256f4128bb | Timestamp: 2002-04-11T09:09:45 | Amount: 2022.22 | Currency: USD | SenderAcct: 2935903613866662 | ReceiverAcct: 3220661121974416 | SenderCountry: CN | ReceiverCountry: US | Purpose: TRANSFER | CustomerID: 9b4a9d1a-43d1-4f64-83d0-61397d7b6c82 | RiskRating: Low | KYC: False | Retention: 7 | Initiator: EMP-3541 | Approver: EMP-9000 | SOF: Gift
TXID: 090df971-9ee2-44f2-a659-31e55d954a76 | Timestamp: 1994-11-17T17:28:45 | Amount: 30185.09 | Currency: USD | SenderAcct: 7958113086956824 | ReceiverAcct: 8090667093621062 | SenderCountry: DE | ReceiverCountry: BR | Purpose: CASH | CustomerID: d9433bda-0234-44a7-95f8-e116fe3e09fa | RiskRating: Medium | KYC: False | Retention: 10 | Initiator: EMP-6598 | Approver: EMP-2994 | SOF: Gift
TXID: 7b1db20a-fadd-404a-8bcd-801f8f6f2db2 | Timestamp: 2005-05-16T18:22:20 | Amount: 9733.51 | Currency: EUR | SenderAcct: 8843199909290816 | ReceiverAcct: 7216990797558307 | SenderCountry: FR | ReceiverCountry: BR | Purpose: CASH | CustomerID: df44ea21-ba5b-4933-908f-6eb53777ff05 | RiskRating: Low | KYC: False | Retention: 3 | Initiator: EMP-7708 | Approver: EMP-3372 | SOF: Salary
TXID: 86b05b49-8d02-4479-bace-9651a3c42f8f | Timestamp: 1999-01-16T22:03:46 | Amount: 2948.32 | Currency: GBP | SenderAcct: 9782562042703813 | ReceiverAcct: 2808623738889229 | SenderCountry: FR | ReceiverCountry: BR | Purpose: PAYMENT | CustomerID: d45b13ae-6e0f-4051-bbfe-c2a3b3eb2483 | RiskRating: Medium | KYC: True | Retention: 7 | Initiator: EMP-4982 | Approver: EMP-2856 | SOF: Salary
TXID: d1a14f81-0223-4b6e-8e1e-a82c0bd9ff5d | Timestamp: 2001-06-27T17:26:58 | Amount: 12479.05 | Currency: USD | SenderAcct: 3048792498434457 | ReceiverAcct: 1320957863371405 | SenderCountry: DE | ReceiverCountry: CN | Purpose: TRANSFER | CustomerID: 8c578f01-f355-4c7d-9bd4-c2e43740e1b2 | RiskRating: Medium | KYC: True | Retention: 10 | Initiator: EMP-7905 | Approver: EMP-6729 | SOF: None
TXID: e7686b23-a393-49c2-a73d-243b67136725 | Timestamp: 2003-06-17T23:11:00 | Amount: 9727.78 | Currency: EUR | SenderAcct: 9904370967203497 | ReceiverAcct: 9700322278572681 | SenderCountry: BR | ReceiverCountry: BR | Purpose: TRANSFER | CustomerID: 56456b94-dff6-4bfb-8a8a-944973ee8bcd | RiskRating: Low | KYC: True | Retention: 7 | Initiator: EMP-9320 | Approver: EMP-4996 | SOF: Gift
TXID: a805aab3-f630-42bc-b82d-233d1056612e | Timestamp: 1971-10-25T19:59:12 | Amount: 1762.97 | Currency: USD | SenderAcct: 0133524953386092 | ReceiverAcct: 6351594935312369 | SenderCountry: FR | ReceiverCountry: CN | Purpose: PAYMENT | CustomerID: e936df14-1138-4e06-afa7-79462e4fc173 | RiskRating: Medium | KYC: True | Retention: 10 | Initiator: EMP-8028 | Approver: EMP-8063 | SOF: Investment
TXID: 2ae6169b-d835-4eec-a49f-d03ff61216f4 | Timestamp: 1998-10-16T02:52:18 | Amount: 5880.49 | Currency: GBP | SenderAcct: 1086364805007610 | ReceiverAcct: 5569340805857961 | SenderCountry: FR | ReceiverCountry: US | Purpose: CASH | CustomerID: 70a3ab51-d840-41f1-8512-b074222fb8d8 | RiskRating: Low | KYC: True | Retention: 3 | Initiator: EMP-0216 | Approver: EMP-2303 | SOF: Investment
TXID: ca53706b-19c2-4aad-a995-e793e07dfc75 | Timestamp: 1987-06-21T12:26:58 | Amount: 8183.99 | Currency: EUR | SenderAcct: 5661578331386107 | ReceiverAcct: 3603953478874867 | SenderCountry: US | ReceiverCountry: BR | Purpose: PAYMENT | CustomerID: 36562a29-c467-4e6d-95e5-08397382f65e | RiskRating: High | KYC: False | Retention: 7 | Initiator: EMP-8339 | Approver: EMP-1763 | SOF: None
TXID: cb42bc80-1e3b-491b-a4c2-4b5609258692 | Timestamp: 1992-12-13T11:22:49 | Amount: 3035.77 | Currency: GBP | SenderAcct: 5993930510990979 | ReceiverAcct: 7925878362110374 | SenderCountry: FR | ReceiverCountry: FR | Purpose: CASH | CustomerID: d5f57011-5327-4af9-9bd1-b973fa39431f | RiskRating: High | KYC: True | Retention: 3 | Initiator: EMP-6947 | Approver: EMP-9312 | SOF: None
TXID: f3fd4d2d-4de3-494e-8ad7-a7806cc5a5bd | Timestamp: 1990-06-04T14:17:08 | Amount: 930.97 | Currency: EUR | SenderAcct: 7148870320996774 | ReceiverAcct: 7080059000651720 | SenderCountry: BR | ReceiverCountry: US | Purpose: PAYMENT | CustomerID: e22d0d2b-0564-4db6-a771-6e1def7163ed | RiskRating: Medium | KYC: False | Retention: 1 | Initiator: EMP-5191 | Approver: EMP-4710 | SOF: Salary
TXID: bec18db6-67c0-4135-b799-3d28521138cf | Timestamp: 2002-10-12T08:18:03 | Amount: 10096.04 | Currency: EUR | SenderAcct: 6207270875305583 | ReceiverAcct: 7433027973447060 | SenderCountry: FR | ReceiverCountry: BR | Purpose: PAYMENT | CustomerID: 8f9ce9d4-9b48-4dc8-b1f6-1489f13b5df7 | RiskRating: Low | KYC: True | Retention: 10 | Initiator: EMP-9481 | Approver: EMP-4728 | SOF: None
TXID: 0c0ff653-d3e9-4399-a7e2-bc6a0ba4cdd0 | Timestamp: 2014-05-03T13:00:43 | Amount: 11227.89 | Currency: EUR | SenderAcct: 1244517984910187 | ReceiverAcct: 4074335628421094 | SenderCountry: DE | ReceiverCountry: FR | Purpose: CASH | CustomerID: 2fcd3030-1c21-471b-83f1-5e318a566582 | RiskRating: Medium | KYC: False | Retention: 7 | Initiator: EMP-2240 | Approver: EMP-0150 | SOF: Investment
TXID: 3be4c193-f2c0-46f2-92bf-451bf881030d | Timestamp: 1990-04-10T23:16:42 | Amount: 4923.34 | Currency: USD | SenderAcct: 3599413166128159 | ReceiverAcct: 9781457051579557 | SenderCountry: DE | ReceiverCountry: BR | Purpose: CASH | CustomerID: 076fb5ac-cdfa-4d89-921c-7eab173eab22 | RiskRating: High | KYC: False | Retention: 5 | Initiator: EMP-4214 | Approver: EMP-9428 | SOF: Gift
TXID: 49b44e09-80e1-4b20-8c47-29a2d5ae65ea | Timestamp: 1983-02-01T17:55:53 | Amount: 12675.25 | Currency: GBP | SenderAcct: 0775073328891986 | ReceiverAcct: 1987363230915353 | SenderCountry: US | ReceiverCountry: US | Purpose: TRANSFER | CustomerID: 39e88276-994a-4f83-9823-45cccd183602 | RiskRating: High | KYC: True | Retention: 5 | Initiator: EMP-3535 | Approver: EMP-0031 | SOF: Gift
TXID: 48adbc36-e77a-4718-a39b-bd4c3bf4d261 | Timestamp: 2004-05-26T14:35:24 | Amount: 6135.25 | Currency: USD | SenderAcct: 6569582749708366 | ReceiverAcct: 5066789667374987 | SenderCountry: DE | ReceiverCountry: BR | Purpose: CASH | CustomerID: 15641331-8d1a-4f3a-94fb-d209e01a2081 | RiskRating: Medium | KYC: False | Retention: 5 | Initiator: EMP-3015 | Approver: EMP-9165 | SOF: Investment
TXID: 30cfb644-daa5-432b-968c-04e315223614 | Timestamp: 1992-01-30T18:19:43 | Amount: 5923.97 | Currency: GBP | SenderAcct: 2130385744614235 | ReceiverAcct: 4650784665421516 | SenderCountry: CN | ReceiverCountry: US | Purpose: TRANSFER | CustomerID: ed403488-5748-4229-b69e-55aa5e993525 | RiskRating: High | KYC: False | Retention: 7 | Initiator: EMP-1775 | Approver: EMP-6317 | SOF: None
TXID: 9f198065-19e2-43a4-adfd-4b16c16edd2d | Timestamp: 2006-10-22T16:02:54 | Amount: 12597.61 | Currency: USD | SenderAcct: 9913024501326851 | ReceiverAcct: 8197405402274712 | SenderCountry: BR | ReceiverCountry: BR | Purpose: PAYMENT | CustomerID: 8f2d52de-415b-4d37-a0d6-bd4f094dba95 | RiskRating: Low | KYC: True | Retention: 1 | Initiator: EMP-0539 | Approver: EMP-2453 | SOF: Salary
TXID: f359dc9d-b024-4c11-ab87-2f7ad8abfd73 | Timestamp: 2013-08-20T21:49:05 | Amount: 1678.41 | Currency: USD | SenderAcct: 8434760089023198 | ReceiverAcct: 4162556780247034 | SenderCountry: CN | ReceiverCountry: US | Purpose: PAYMENT | CustomerID: 19531ba4-6fe6-452d-8522-3ce10cdd778d | RiskRating: High | KYC: False | Retention: 1 | Initiator: EMP-1008 | Approver: EMP-2803 | SOF: Gift
TXID: 77bb429a-4960-465b-9397-ffcfae18611c | Timestamp: 2013-08-11T05:46:22 | Amount: 252.67 | Currency: GBP | SenderAcct: 6543338271192518 | ReceiverAcct: 7129880648211893 | SenderCountry: BR | ReceiverCountry: CN | Purpose: PAYMENT | CustomerID: b9e74d94-3065-407d-8600-b81645ec91d2 | RiskRating: Low | KYC: True | Retention: 1 | Initiator: EMP-7605 | Approver: EMP-4134 | SOF: Investment
TXID: 1cce33f4-b223-4a02-ba4d-35ca9286b0b0 | Timestamp: 2016-12-02T13:53:59 | Amount: 4567.0 | Currency: USD | SenderAcct: 1377231416386591 | ReceiverAcct: 0889506918419864 | SenderCountry: BR | ReceiverCountry: DE | Purpose: CASH | CustomerID: 498ececa-67bf-4be7-af41-0b9246180f29 | RiskRating: Medium | KYC: True | Retention: 7 | Initiator: EMP-4931 | Approver: EMP-2357 | SOF: Gift
TXID: f6e3cf14-cc46-4e3a-999c-974cbb8ec875 | Timestamp: 1971-09-16T04:02:19 | Amount: 9872.72 | Currency: GBP | SenderAcct: 7982516068927391 | ReceiverAcct: 2362083086760684 | SenderCountry: BR | ReceiverCountry: FR | Purpose: CASH | CustomerID: 25e86fa8-f070-402c-b38b-93fb280412ee | RiskRating: High | KYC: False | Retention: 5 | Initiator: EMP-5632 | Approver: EMP-6564 | SOF: Gift
TXID: 69f9be02-78e4-45a7-9101-266c18a82920 | Timestamp: 2024-09-11T16:03:15 | Amount: 10249.3 | Currency: GBP | SenderAcct: 8389475101424277 | ReceiverAcct: 0908761881329163 | SenderCountry: DE | ReceiverCountry: BR | Purpose: CASH | CustomerID: 3be344a3-254e-4f5c-a5ae-b7f6e5d0605d | RiskRating: Medium | KYC: True | Retention: 7 | Initiator: EMP-5932 | Approver: EMP-7579 | SOF: Salary
TXID: 6dc5e514-38f2-4c95-b8fe-0f0392851227 | Timestamp: 1972-04-25T07:00:19 | Amount: 7414.38 | Currency: EUR | SenderAcct: 4166112527814920 | ReceiverAcct: 8179506167176922 | SenderCountry: US | ReceiverCountry: DE | Purpose: TRANSFER | CustomerID: 37357296-b971-4f6e-bcc9-11ea0ed0b9a2 | RiskRating: Low | KYC: False | Retention: 10 | Initiator: EMP-3156 | Approver: EMP-9666 | SOF: Investment
TXID: b899cec7-ad8b-408f-bd93-fd2137dae61c | Timestamp: 2006-04-18T11:37:07 | Amount: 8465.98 | Currency: EUR | SenderAcct: 4084425236590404 | ReceiverAcct: 0750084453877925 | SenderCountry: DE | ReceiverCountry: US | Purpose: TRANSFER | CustomerID: a28aa92c-1642-42e0-aae5-4a31c6f36026 | RiskRating: Medium | KYC: False | Retention: 3 | Initiator: EMP-5412 | Approver: EMP-6319 | SOF: Salary
TXID: 7b146582-b504-4443-8d3e-1298e13b887e | Timestamp: 2018-08-27T18:26:06 | Amount: 2433.95 | Currency: GBP | SenderAcct: 4577275307681342 | ReceiverAcct: 1502880507164263 | SenderCountry: DE | ReceiverCountry: DE | Purpose: PAYMENT | CustomerID: 20fc1154-8d91-48d8-8b3c-0c9464ceed26 | RiskRating: Low | KYC: False | Retention: 7 | Initiator: EMP-3965 | Approver: EMP-9877 | SOF: None
TXID: d9a731d7-07f3-4ab0-bd00-99e96a861f32 | Timestamp: 2007-12-20T19:14:07 | Amount: 19934.32 | Currency: GBP | SenderAcct: 3812746215518300 | ReceiverAcct: 0425876534109810 | SenderCountry: DE | ReceiverCountry: BR | Purpose: PAYMENT | CustomerID: b59eb38c-405b-4ffe-8a2e-d0d87580990e | RiskRating: Low | KYC: True | Retention: 1 | Initiator: EMP-3950 | Approver: EMP-5200 | SOF: Investment
TXID: ea58b524-7028-428d-a7a2-c7a17b3dbb0c | Timestamp: 2004-09-24T04:08:12 | Amount: 4548.59 | Currency: USD | SenderAcct: 6656814903147966 | ReceiverAcct: 1986901259355673 | SenderCountry: FR | ReceiverCountry: BR | Purpose: CASH | CustomerID: 5ba43f78-e4ae-4f5c-b6dc-d3983caeb57c | RiskRating: Low | KYC: False | Retention: 7 | Initiator: EMP-3766 | Approver: EMP-6075 | SOF: Investment
TXID: 6609aac2-1b70-497e-8305-0159cdf96859 | Timestamp: 1978-06-13T14:07:43 | Amount: 6486.92 | Currency: USD | SenderAcct: 8325634129855323 | ReceiverAcct: 8736289673476480 | SenderCountry: US | ReceiverCountry: DE | Purpose: TRANSFER | CustomerID: 6718a563-2184-45de-aa1a-4716b66c797f | RiskRating: High | KYC: True | Retention: 7 | Initiator: EMP-5242 | Approver: EMP-9136 | SOF: Investment
TXID: 4d886476-6db2-4884-a365-98013fcda937 | Timestamp: 1993-02-04T08:44:33 | Amount: 6136.94 | Currency: GBP | SenderAcct: 1909163678518870 | ReceiverAcct: 4464264850574269 | SenderCountry: CN | ReceiverCountry: US | Purpose: TRANSFER | CustomerID: 3a054bae-313d-45b2-af20-6ae595036f7e | RiskRating: Low | KYC: True | Retention: 1 | Initiator: EMP-2826 | Approver: EMP-4766 | SOF: Salary
TXID: d1c95c2e-bb11-43b7-b779-b3a7bad61222 | Timestamp: 2003-11-25T10:09:05 | Amount: 6687.65 | Currency: EUR | SenderAcct: 4231258793311238 | ReceiverAcct: 7385043238615947 | SenderCountry: FR | ReceiverCountry: CN | Purpose: PAYMENT | CustomerID: 7f669de8-e9e7-4288-af6b-1789e5314957 | RiskRating: Low | KYC: False | Retention: 1 | Initiator: EMP-1048 | Approver: EMP-5400 | SOF: Gift
TXID: 993bb503-73d4-4542-842d-59f321fbc44f | Timestamp: 2002-12-18T11:44:43 | Amount: 3618.3 | Currency: GBP | SenderAcct: 0614042122355806 | ReceiverAcct: 8300555915073290 | SenderCountry: DE | ReceiverCountry: BR | Purpose: TRANSFER | CustomerID: fdf8e758-3749-4484-ac6e-11d2720ae2f9 | RiskRating: High | KYC: False | Retention: 7 | Initiator: EMP-4906 | Approver: EMP-4276 | SOF: Gift
TXID: fc2dd47c-3054-4f8a-b8e2-3b574cd90a08 | Timestamp: 2010-01-07T18:47:06 | Amount: 6006.61 | Currency: GBP | SenderAcct: 9733204914637077 | ReceiverAcct: 1591651015011992 | SenderCountry: FR | ReceiverCountry: FR | Purpose: TRANSFER | CustomerID: b05acf3d-bc00-42f7-94bc-14b625b62227 | RiskRating: High | KYC: False | Retention: 7 | Initiator: EMP-4021 | Approver: EMP-8734 | SOF: None
TXID: f2775cf6-93aa-492e-b8c0-13e5fb18c8ba | Timestamp: 1972-04-25T11:55:32 | Amount: 7576.95 | Currency: EUR | SenderAcct: 0432151944965130 | ReceiverAcct: 2648610998906654 | SenderCountry: FR | ReceiverCountry: FR | Purpose: CASH | CustomerID: 0b8db9d6-2a1d-48af-ba67-f02ca91887bd | RiskRating: Medium | KYC: False | Retention: 10 | Initiator: EMP-4081 | Approver: EMP-3035 | SOF: Gift
TXID: fc39ddbe-b22b-44e6-8c7f-880c47b4b798 | Timestamp: 2020-07-08T08:06:58 | Amount: 5878.63 | Currency: USD | SenderAcct: 8396941713525976 | ReceiverAcct: 7270032366564019 | SenderCountry: US | ReceiverCountry: BR | Purpose: TRANSFER | CustomerID: fd5b52ca-e90b-40db-a000-baa7308f1942 | RiskRating: Medium | KYC: True | Retention: 3 | Initiator: EMP-6010 | Approver: EMP-1665 | SOF: Salary
TXID: b8e17c93-02be-4b7f-b488-05bfbb0e12a4 | Timestamp: 1995-11-04T14:23:38 | Amount: 17216.91 | Currency: GBP | SenderAcct: 6673427275738119 | ReceiverAcct: 7815414315434918 | SenderCountry: CN | ReceiverCountry: DE | Purpose: PAYMENT | CustomerID: 733f2551-e2c9-4baf-b006-fbfda784781c | RiskRating: Low | KYC: True | Retention: 1 | Initiator: EMP-3428 | Approver: EMP-6663 | SOF: Investment
TXID: 9cfba2c7-f30a-4696-acbc-0a51fc5a1253 | Timestamp: 2009-07-25T09:05:02 | Amount: 9484.71 | Currency: GBP | SenderAcct: 3078933072230054 | ReceiverAcct: 1788035474412048 | SenderCountry: DE | ReceiverCountry: DE | Purpose: PAYMENT | CustomerID: 69465117-4181-4ccc-aafd-5ecc6cb5fdc0 | RiskRating: High | KYC: False | Retention: 1 | Initiator: EMP-3701 | Approver: EMP-7138 | SOF: Investment
TXID: 35cecc84-7d91-4d8c-aa20-5fcdff1a4da9 | Timestamp: 2021-04-17T08:42:21 | Amount: 244.41 | Currency: EUR | SenderAcct: 2333209113184388 | ReceiverAcct: 2324039055723117 | SenderCountry: FR | ReceiverCountry: CN | Purpose: PAYMENT | CustomerID: ccf55f0b-8295-4442-8a3c-584a41c0accf | RiskRating: High | KYC: True | Retention: 10 | Initiator: EMP-5316 | Approver: EMP-8494 | SOF: Investment
TXID: 55c4674b-fb04-401a-8caa-03f6e0d940d1 | Timestamp: 1990-12-11T07:28:21 | Amount: 18695.46 | Currency: GBP | SenderAcct: 4842265851214291 | ReceiverAcct: 8180772920809304 | SenderCountry: FR | ReceiverCountry: US | Purpose: PAYMENT | CustomerID: 94472be5-c7a1-4f81-8e04-2ccec25b6650 | RiskRating: High | KYC: True | Retention: 5 | Initiator: EMP-9748 | Approver: EMP-8124 | SOF: None
TXID: 1c21facf-6923-45aa-9a90-ec599b1faee0 | Timestamp: 2008-03-26T10:09:34 | Amount: 13918.75 | Currency: GBP | SenderAcct: 6591240005419467 | ReceiverAcct: 1695842306221357 | SenderCountry: US | ReceiverCountry: CN | Purpose: TRANSFER | CustomerID: 6c6c1209-7625-4435-822c-1c38c4128eff | RiskRating: High | KYC: False | Retention: 3 | Initiator: EMP-3310 | Approver: EMP-9169 | SOF: Investment
TXID: 7e3ce80d-c207-45e2-b985-380a33e00e89 | Timestamp: 1991-08-19T01:03:27 | Amount: 8733.22 | Currency: EUR | SenderAcct: 7651478527926418 | ReceiverAcct: 3908086541865838 | SenderCountry: BR | ReceiverCountry: BR | Purpose: PAYMENT | CustomerID: 741707f9-64a0-4f98-99eb-a68f347b40c8 | RiskRating: High | KYC: True | Retention: 7 | Initiator: EMP-0972 | Approver: EMP-7400 | SOF: Investment
TXID: c35955b4-80de-4d98-9b48-0c004a07c0f1 | Timestamp: 1971-05-25T19:20:42 | Amount: 7524.88 | Currency: GBP | SenderAcct: 2708932851884814 | ReceiverAcct: 2201039367981603 | SenderCountry: FR | ReceiverCountry: BR | Purpose: PAYMENT | CustomerID: 91d5db60-7d39-4ef3-9e95-d751872345ac | RiskRating: Low | KYC: False | Retention: 10 | Initiator: EMP-5039 | Approver: EMP-5545 | SOF: None
TXID: 0f5a6128-6b32-4c60-9afc-0ff8ca362bda | Timestamp: 1998-08-30T03:40:51 | Amount: 9966.13 | Currency: EUR | SenderAcct: 8498871700813376 | ReceiverAcct: 9748603296271284 | SenderCountry: DE | ReceiverCountry: FR | Purpose: CASH | CustomerID: ba2b13b1-1480-4228-83d8-81f1e1cc782d | RiskRating: Medium | KYC: True | Retention: 1 | Initiator: EMP-1201 | Approver: EMP-1136 | SOF: Gift
TXID: d6ec916e-7782-43f8-85da-6c16f63c4b94 | Timestamp: 2006-05-28T04:37:32 | Amount: 19201.4 | Currency: EUR | SenderAcct: 7364674897138291 | ReceiverAcct: 1050728717915999 | SenderCountry: CN | ReceiverCountry: BR | Purpose: CASH | CustomerID: eeb7a1b7-453d-48b9-b6ff-ecb23b6c7927 | RiskRating: Medium | KYC: False | Retention: 3 | Initiator: EMP-9509 | Approver: EMP-6018 | SOF: Salary
TXID: 977c2acb-b3f7-4e38-b7e5-97a2c6330ef3 | Timestamp: 1989-07-08T20:47:19 | Amount: 214.76 | Currency: USD | SenderAcct: 3966995817610474 | ReceiverAcct: 1577422666956031 | SenderCountry: CN | ReceiverCountry: DE | Purpose: TRANSFER | CustomerID: 8d654ef6-6f90-40ce-9c32-8496ba0e1500 | RiskRating: Low | KYC: True | Retention: 1 | Initiator: EMP-7050 | Approver: EMP-5246 | SOF: Investment
TXID: 49cbe51e-0f4c-4c46-b19a-0adc8dbe7ee9 | Timestamp: 2005-12-15T10:23:33 | Amount: 6710.9 | Currency: USD | SenderAcct: 3800471333307228 | ReceiverAcct: 1454387571209480 | SenderCountry: DE | ReceiverCountry: CN | Purpose: CASH | CustomerID: 1e33854d-2d6f-47e4-9074-ea7da513513c | RiskRating: High | KYC: False | Retention: 3 | Initiator: EMP-9193 | Approver: EMP-0513 | SOF: None
TXID: 2d89f21d-7bb0-4dac-bc44-08bdf46a15ee | Timestamp: 1988-01-06T00:20:42 | Amount: 1237.59 | Currency: GBP | SenderAcct: 6436159181162505 | ReceiverAcct: 6671264577389115 | SenderCountry: FR | ReceiverCountry: FR | Purpose: TRANSFER | CustomerID: 6d29d85e-45aa-4da8-9e0e-0405a93595fa | RiskRating: Medium | KYC: False | Retention: 7 | Initiator: EMP-4280 | Approver: EMP-1914 | SOF: Gift
TXID: a488f777-d27f-4bdd-a820-42edb31b7981 | Timestamp: 1987-10-08T03:55:29 | Amount: 2766.81 | Currency: USD | SenderAcct: 6235455949630390 | ReceiverAcct: 8216687893431643 | SenderCountry: DE | ReceiverCountry: US | Purpose: PAYMENT | CustomerID: 55a6bbe7-e40d-44bc-a13d-9d0b3bcf25e2 | RiskRating: Low | KYC: False | Retention: 10 | Initiator: EMP-4491 | Approver: EMP-0145 | SOF: Investment
